,president,subgroup,pollster,sponsors,startdate,enddate,samplesize,population,weight,influence,tracking,approve,disapprove,net,adjusted_approve,adjusted_disapprove,adjusted_net,url,createddate,timestamp
3437,Donald Trump (2nd term),Voters,Rasmussen Reports,,1/27/2025,1/31/2025,1500.0, LV,0.1688626,0.0,True,52.0,45.0,7.0,49.22063,46.60864,2.611992,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,1/31/2025,16:00:44 28 Dec 2025
3440,Donald Trump (2nd term),Voters,Rasmussen Reports,,1/24/2025,1/30/2025,1500.0, LV,0.3760139,0.0,True,52.0,45.0,7.0,49.22063,46.60864,2.611992,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,1/30/2025,16:00:44 28 Dec 2025
3442,Donald Trump (2nd term),Voters,Rasmussen Reports,,1/23/2025,1/29/2025,1500.0, LV,0.1292621,0.0,True,50.0,47.0,3.0,47.22063,48.60864,-1.388008,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,1/29/2025,16:00:44 28 Dec 2025
3444,Donald Trump (2nd term),Voters,Rasmussen Reports,,1/22/2025,1/28/2025,1500.0, LV,0.1340271,0.0,True,52.0,45.0,7.0,49.22063,46.60864,2.611992,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,1/28/2025,16:00:44 28 Dec 2025
3447,Donald Trump (2nd term),Voters,Emerson College,,1/27/2025,1/28/2025,1000.0, RV,1.351629,0.0,,48.5,41.2,7.299999,48.54813,43.73953,4.808601,https://emersoncollegepolling.com/january-2025-national-poll-trump-starts-term-with-49-approval-41-disapproval-rating/,1/28/2025,16:00:44 28 Dec 2025
3449,Donald Trump (2nd term),Voters,co/efficient,,1/25/2025,1/28/2025,1570.0, LV,1.365183,0.0,,52.0,47.0,5.0,51.33752,46.69536,4.642162,https://coefficient.org/post-inauguration-study/,1/28/2025,16:00:44 28 Dec 2025
3457,Donald Trump (2nd term),Voters,YouGov,Economist,1/26/2025,1/28/2025,1376.0, RV,0.9253371,0.0,,50.0,46.0,4.0,50.5367,45.0141,5.522602,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_m8tctwx.pdf,1/28/2025,16:00:44 28 Dec 2025
3462,Donald Trump (2nd term),Voters,McLaughlin & Associates,,1/22/2025,1/27/2025,1000.0, LV,0.6904767,0.0,,52.0,43.0,9.0,50.59526,43.21037,7.384892,https://mclaughlinonline.com/pols/wp-content/uploads/2025/01/National-January-Presentation-RELEASE-01-28-25.pdf,1/27/2025,16:00:44 28 Dec 2025
3465,Donald Trump (2nd term),Voters,Rasmussen Reports,,1/21/2025,1/27/2025,1500.0, LV,0.1394866,0.0,True,52.0,44.0,8.0,49.22063,45.60864,3.611992,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,1/27/2025,16:00:44 28 Dec 2025
3468,Donald Trump (2nd term),Voters,Quinnipiac University,,1/23/2025,1/27/2025,1019.0, RV,1.259627,0.0,,46.0,43.0,3.0,48.83876,42.03015,6.808609,https://poll.qu.edu/poll-release?releaseid=3918,1/27/2025,16:00:44 28 Dec 2025
3482,Donald Trump (2nd term),Voters,Morning Consult,,1/24/2025,1/26/2025,2302.0, RV,0.7959085,0.0,,52.0,44.0,8.0,51.13614,44.38465,6.751488,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,1/26/2025,16:00:44 28 Dec 2025
3492,Donald Trump (2nd term),Voters,Rasmussen Reports,,1/20/2025,1/24/2025,1500.0, LV,0.2133794,0.0,True,52.0,43.0,9.0,49.22063,44.60864,4.611992,https://www.rasmussenreports.com/public_content/politics/trump_administration_second_term/trump_approval_index_history_second_term,1/24/2025,16:00:44 28 Dec 2025
3499,Donald Trump (2nd term),Voters,Echelon Insights,,1/22/2025,1/24/2025,1024.0, LV,1.211361,0.0,,51.0,43.0,8.0,50.44462,42.81236,7.632259,https://echeloninsights.com/in-the-news/dec-2024-verified-voter-omnibus-2/,1/24/2025,16:00:44 28 Dec 2025
3505,Donald Trump (2nd term),Voters,RMG Research,Napolitan News Service,1/20/2025,1/23/2025,3000.0, RV,0.9274465,0.0,,57.0,39.0,18.0,53.39079,41.68538,11.70541,https://x.com/ScottWRasmussen/status/1882804554187538650,1/23/2025,16:00:44 28 Dec 2025
3516,Donald Trump (2nd term),Voters,InsiderAdvantage,,1/20/2025,1/20/2025,800.0, RV,1.09318,0.0,,56.0,39.0,17.0,52.86094,42.46825,10.39269,https://insideradvantage.com/first-insideradvantage-trump-job-performance-survey-approval-hits-fifty-six-percent-post-inaugural-address/,1/20/2025,16:00:44 28 Dec 2025
